patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
40ef3935-5f90-4ed6-bb25-664d630aa767,Nam Phú Vũ,202812371067,12/07/1960,0306624813,mle@yahoo.com,"2 Bà Thành Vũ phố JaneThành phố, 407696",Khỏe mạnh,8.19,Vi Phạm,27/04/2026
83f02dc7-4f61-4217-aef1-669450cae32d,Ông Huy Đặng,287286604164,12/01/1938,0235707139,bmai@gmail.com,"15 Kim Dương
JaneQuận, 620306",Tim mạch,7.42,Nhật Lê,15/04/2026
6e3c4532-1434-4f62-acac-028cba220065,Dương Dương,485959224839,15/03/1941,0848228501,phamjohn@gmail.com,"70 Kim Trần
JohnThành phố, 803787",Tim mạch,7.22,Khoa Mai,19/01/2026
702c1821-c804-4fb7-ad97-3b679b89e5cb,Cô Linh Trần,589477352287,02/08/1952,0168809255,nguyenjohn@hotmail.com,"57 Nam Quang Lê
JanePhường, 392227",Khỏe mạnh,8.7,Thảo Trần,07/03/2026
1e2595b8-8fc9-486b-a9dd-ebf563119aca,Quý cô Dương Hoàng,056227104331,09/01/1951,0021306090,john18@gmail.com,"715 Quý cô Hải Trần
JohnPhường, 844031",Tim mạch,5.91,Bảo Lê,16/01/2026
3c9abe10-238d-4f44-8ac4-d0eb3373730e,Hồng Dương,875109792158,19/02/1977,0691309810,john96@yahoo.com,"67 Bảo Hoàng JohnThị xã, 588461",Tiểu đường,6.61,Hoàng Bùi,26/02/2026
d4d60735-0e2f-4958-9e43-1e06e9247069,Trung Nguyễn,350344694596,24/07/1957,0796496737,otran@hotmail.com,"438 Thành Phạm JohnQuận, 790731",Huyết áp cao,10.47,Phúc Phạm,11/01/2026
93a74792-c561-48dc-a436-4fcdf2d3f761,Bác Minh Vũ,488319213424,08/10/1965,0945772785,jane32@gmail.com,"647 Anh Hoàng Nguyễn
JaneThị xã, 587002",Tiểu đường,10.54,Hạnh Xuân Mai,10/02/2026
fcef1972-bbf4-43ce-91be-b80eb7e6a14c,Hưng Trần,912896599949,14/12/1972,0324264250,jane94@hotmail.com,"210 Tùng Văn Nguyễn JaneXã, 856157",Khỏe mạnh,8.91,Lâm Trần,11/05/2026
4efc8248-e10b-4a47-bfae-b7487781321e,Bà Kim Đặng,732033192227,04/04/1972,0642076836,tranjohn@hotmail.com,"97 Quý ông Tùng Lê xã JohnHuyện, 862847",Tiểu đường,4.33,Duyên Lê,22/02/2026
5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f,Quang Quang Mai,051028767548,03/03/1972,0253666777,svu@gmail.com,"5 Thành Thị Phạm phố JohnQuận, 848255",Tiểu đường,11.19,Tùng Dương,21/03/2026
ee6e2e72-53f5-41dc-a3c8-afdb83f82f16,Kim Quang Lê,138666754858,01/05/1989,0675556283,janetran@gmail.com,"05 Khoa Hữu Đặng
JohnXã, 597643",Khỏe mạnh,9.66,Bảo Hải Nguyễn,30/01/2026
2ba6adb3-7afe-4114-9561-c8130d259caa,Hạnh Phạm,193242687741,27/02/1977,0333939578,janeduong@gmail.com,"36 Cô Yến Hoàng JaneXã, 495129",Khỏe mạnh,5.4,Cô Hương Trần,14/02/2026
de1e994a-c5a1-4f5c-ad05-b9125ab28d4a,Chi Mai,865205756398,24/05/1949,0654362718,duongjane@yahoo.com,"37 Cô Hải Mai
JaneThành phố, 701334",Tiểu đường,7.84,Phúc Mai,08/02/2026
143b45e3-b6d1-46bb-b48f-709c49a22441,Thành Phạm,365203758309,24/12/1950,0749603358,lejane@gmail.com,"083 Khoa Lê
JanePhường, 595351",Huyết áp cao,9.91,Nhật Mai,01/01/2026
286ed390-edd9-4a1a-ba58-5b278ce3e7c3,Hương Bùi,451548094047,06/11/1982,0268627036,johnhoang@yahoo.com,"0 Ông Hưng Trần xã JaneQuận, 885386",Tim mạch,5.18,Phúc Trí Mai,09/02/2026
fba57cc8-edaf-4766-9b78-0ede9a4ffc0c,Bà Vân Vũ,604409079772,20/08/1973,0924926932,ahoang@yahoo.com,"742 Quý cô Mai Lê JaneThị xã, 640310",Khỏe mạnh,11.97,Chị An Đặng,25/01/2026
ef9240b6-52d7-4f10-ba3a-6e9623ff23d3,Châu Mai Lê,781050922216,20/07/1952,0657327599,janetran@gmail.com,"5 Ánh Nguyễn
JaneQuận, 525110",Huyết áp cao,10.98,Bà Phương Nguyễn,18/02/2026
22319050-f515-4494-b818-cfd33889936a,Bác Nhiên Hoàng,107051843905,20/08/1962,0801110005,hoangjane@gmail.com,"9 Nhật Dương phố JohnXã, 630041",Khỏe mạnh,5.96,Hồng Lê,22/04/2026
3495311e-ae27-4432-9dc1-e7eb711c7673,Yến Lê,529580660138,24/05/1994,0155323415,johntran@gmail.com,"7 Hà Lê
JohnPhường, 328486",Tiểu đường,10.76,Cô Nhật Lê,15/02/2026
0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,Châu Phú Mai,241270493862,25/04/1956,0959775244,jane77@hotmail.com,"JaneThị xã
825 Cô Chi Phạm, 654531",Huyết áp cao,3.85,Chị Khoa Đặng,09/05/2026
8b60c511-b816-4aeb-ac6a-7c8576876c62,Chị Ngọc Mai,044851579197,05/06/1953,0182226189,jane74@yahoo.com,"6 Bảo Bảo Phạm phố JohnThị xã, 726822",Tiểu đường,6.28,Bảo Phạm,22/02/2026
c11f6bf5-379e-4467-8a2d-b2e63bfda8a6,Quý cô Bảo Nguyễn,111212590203,20/11/2007,0628874312,wnguyen@yahoo.com,"428 Nhật Đức Trần
JohnXã, 720407",Tim mạch,10.96,Anh Tú Phạm,07/01/2026
abdd1a8f-a4b0-4c89-b10b-ce9c582b91ee,Bác Phúc Nguyễn,571343240642,28/02/1965,0710267672,jane14@hotmail.com,"27 Quý cô Thành Dương xã JohnHuyện, 313214",Tim mạch,10.6,Cô Hà Bùi,13/01/2026
0d31812e-30c3-4756-9453-f867b97e6224,Thảo Đặng,429563343244,17/05/1979,0095799270,lejane@gmail.com,"03 Anh Tùng Dương JaneQuận, 678897",Huyết áp cao,4.11,Cô Hạnh Dương,11/03/2026
5c11ab6d-42f5-43f5-8ef4-c34d5bf86f3c,Quý ông Chị Dương Hoàng,741759558720,17/12/1990,0795515122,janeduong@gmail.com,"2 Lâm Vũ
JohnQuận, 445888",Tim mạch,7.17,Quý ông Tùng Mai,07/03/2026
566a9ce7-af52-4b94-b186-e47aa7946320,Ông Bảo Lê,962893654358,31/12/1968,0946213541,janedang@gmail.com,"0 Hoàng Văn Trần
JohnPhường, 342675",Tiểu đường,6.96,Phương Mai Mai,02/01/2026
0f79a8a7-5f8a-44bd-b4bd-0c938177b661,Quý ông Chị Hải Bùi,841834374018,18/03/1974,0597099625,phamjane@hotmail.com,"862 Phúc Phạm JaneHuyện, 380310",Huyết áp cao,6.56,Trọng Hữu Vũ,02/03/2026
39d1c7ff-b27e-4442-bd7f-e9733e42df5b,Bác Hoàng Vũ,272795596905,09/03/1942,0438480752,vujane@hotmail.com,"2 Nhiên Hoàng
JohnXã, 144618",Huyết áp cao,5.31,Bảo Mai Bảo Lê,04/03/2026
af36b8cc-1308-4974-ac95-b3ac0beb7c34,Quang Hoàng,150267551254,27/05/1983,0034476504,janedang@yahoo.com,"429 Hoàng Lê
JohnPhường, 859340",Tim mạch,8.82,Mai Trần,08/01/2026
1375ee90-d6b3-41e4-bb6d-ca0d6fe5040b,Bảo Mai Bảo Phạm,278207979966,09/07/1937,0715802909,ahoang@yahoo.com,"29 Anh Phúc Bùi phố JohnHuyện, 261712",Tim mạch,11.61,Khoa Đức Hoàng,11/02/2026
f165d779-0154-4950-976d-e21f1b46ebdc,Ánh Trần,734595764038,09/12/1990,0046376604,john09@hotmail.com,"015 Lan Dương JaneThị xã, 917018",Tim mạch,4.21,Kim Hữu Vũ,29/04/2026
85671b58-926b-4fa5-be24-5fbffa698cd2,Quý cô Minh Mai Bảo Dương,166496902824,28/12/1954,0655866525,john67@hotmail.com,"71 Hải Hoàng Trần
JohnThị xã, 212168",Khỏe mạnh,10.52,Nam Tấn Dương,13/02/2026
dcb9075e-cdd7-4460-a140-77d39ec4ea48,Bác Anh Dương,983922501425,21/11/1994,0483744171,jane10@yahoo.com,"52 Bác Hưng Dương
JohnHuyện, 494322",Khỏe mạnh,3.94,Cô Mai Bùi,15/01/2026
ff4cc10f-979c-40cf-b326-1887905881df,Bác Hưng Hoàng,762702324412,13/03/2004,0581021312,janele@hotmail.com,"7 Bà Nhật Phạm
JohnPhường, 543681",Tiểu đường,11.47,Quý cô Khoa Lê,04/03/2026
ec6a37ad-81b1-4db9-88cc-4d49669b29b8,Quang Vũ,336132850725,31/07/1986,0512931100,john47@yahoo.com,"9 Quý cô Hà Bùi
JohnThành phố, 203396",Huyết áp cao,9.0,Thành Phạm,08/04/2026
9342a09f-b00a-464c-949c-d8d48ed8a80d,Quý cô Phương Nguyễn,178637673162,01/03/1969,0591297519,vujohn@yahoo.com,"125 Quang Thị Mai xã JaneThị xã, 202365",Khỏe mạnh,7.73,Cô Lâm Dương,09/02/2026
05c8234b-1d76-4a66-b5f5-9cb0cf685878,Thành Trí Trần,526546968157,10/01/1973,0102312110,phamjane@hotmail.com,"22 Ông Hoàng Đặng xã JaneThị xã, 104666",Tim mạch,10.69,Châu Bùi,17/03/2026
2fdc9992-8971-4eea-9f3a-098accac2fb5,Quang Trần,903923555809,05/09/1943,0633016583,nguyenjane@yahoo.com,"1 Nhật Phú Nguyễn JohnPhường, 240454",Huyết áp cao,5.46,Quý ông Quang Phạm,16/01/2026
82c56b21-2430-42da-b185-0eb85f90fc87,An Trần,961327303461,16/05/1963,0737927490,buijane@hotmail.com,"2 Nam Đức Mai JaneXã, 156215",Tiểu đường,4.53,Anh Huy Nguyễn,26/01/2026
816462cb-8fc3-47d3-b6bd-80c7624a2a50,Quý ông Hạnh Bảo Vũ,562624467046,15/03/1987,0728012342,nguyenjane@gmail.com,"04 Minh Đặng
JaneXã, 635618",Khỏe mạnh,8.03,Chị Xuân Trần,05/02/2026
5deaa737-fdab-4441-92c2-a9608b0901ab,Trọng Hoàng Dương,226817151602,30/03/1975,0893113253,jane88@gmail.com,"745 Chị Linh Vũ JanePhường, 739905",Tim mạch,8.77,Quang Nguyễn,17/04/2026
59cf0b0d-91f0-447d-8f32-1333ce315937,Hải Mai Bảo Lê,529867076604,26/08/1947,0269496843,vujohn@hotmail.com,"Quận JaneThành phố
2 Minh Hữu Hoàng, 845951",Tiểu đường,5.34,Bảo Hữu Bùi,19/01/2026
6a0aa7d5-a0b8-4755-84ca-a5a2a1e518a2,Duyên Bùi,641978575851,07/10/1964,0645380442,janehoang@gmail.com,"7 Khoa Bùi xã JohnThị xã, 381581",Tiểu đường,8.88,Khoa Vũ,17/03/2026
c9ce44bd-7c3f-4add-9a38-5db590eeb067,Hà Lê,268612059438,26/01/1981,0101750961,john07@yahoo.com,"32 Ông Tú Mai JaneThành phố, 489906",Tim mạch,8.69,Minh Mai Bảo Nguyễn,06/04/2026
a7cde143-6de2-4429-bbf0-d9c1c156e501,Tùng Bảo Dương,976074017750,09/06/1935,0701595919,janebui@yahoo.com,"051 Quý cô Linh Mai JaneThành phố, 866260",Tim mạch,5.99,Ông Quang Đặng,18/02/2026
c601818b-61fa-41ba-a31a-e7c74c9bff5c,Ông Anh Dương,954654084245,24/06/1976,0457575747,vujane@hotmail.com,"97 Cô Hạnh Phạm phố JaneHuyện, 550246",Tim mạch,6.44,Bà Xuân Mai,26/03/2026
999a1d86-99db-4302-8dab-66d33f87dfc2,Khoa Trí Hoàng,607540915086,11/05/1950,0583392056,john96@hotmail.com,"61 Hoàng Lê JaneQuận, 505629",Khỏe mạnh,5.97,Cô Hà Lê,06/05/2026
965d744f-0445-41a8-92af-97e4c536c66e,Hải Mai Bảo Bùi,321812276457,09/02/1951,0775677722,john34@gmail.com,"61 Quý cô Vân Mai
JohnXã, 313068",Tiểu đường,3.99,Hưng Nguyễn,25/03/2026
a4a5c736-ae59-4a52-a65b-e22bd5a386d9,Vi Dương,938970155029,24/08/1988,0660256265,mmai@yahoo.com,"99 Hải Mai phố JohnPhường, 111901",Tim mạch,4.98,Bà Ngọc Dương,09/03/2026
2abe1585-425e-4259-b884-16d2d28fcf68,Tùng Đức Hoàng,168154660241,04/09/1991,0062292310,john49@hotmail.com,"9 Hưng Lê
JohnThị xã, 694423",Tim mạch,11.83,Thành Mai Đặng,12/04/2026
b90800f3-ac93-481a-92eb-eab0e4eec67c,Ông Vũ Bùi,613944988305,19/07/1935,0672453076,lmai@yahoo.com,"086 Cô Khoa Dương
JaneHuyện, 966120",Tiểu đường,7.16,Khoa Phú Nguyễn,16/01/2026
2de982f8-0d7b-4c04-a6e5-9b32ac5f12ef,Hưng Thị Trần,973642480962,20/05/1999,0248433797,itran@hotmail.com,"494 Ông Quang Nguyễn
JohnPhường, 673108",Tim mạch,6.42,Nhật Dương,04/01/2026
d6ee526b-a2cd-4590-98af-393c8aa2b4c9,An Phạm,440630624479,06/10/1990,0662705115,gdang@hotmail.com,"70 Cô Khoa Lê JanePhường, 490586",Huyết áp cao,6.43,Phương Thị Mai,08/03/2026
13281726-64f4-44d6-91e9-1691a3209116,Chị Hà Mai,513305319497,23/08/1952,0794238736,jane56@yahoo.com,"329 Minh Thị Phạm xã JaneHuyện, 526259",Huyết áp cao,10.6,Bảo Bùi,07/05/2026
769de1e3-4eed-4124-b3b0-d6763527a5c8,Nam Vũ,969586780555,12/11/1946,0704254969,dbui@gmail.com,"68 An Tấn Vũ phố JaneThị xã, 682959",Tiểu đường,5.2,Bảo Đức Lê,16/04/2026
